songId,artist,genre,duration,playCount,dateAdded
Letters to Silent Fever,TheEmpty Club,EDM,3:44,751467,10/22/2007
Ghosts of Young Secrets,The Heavy Angels,Lo-Fi,2:47,4,12/1/2010
The Shape of Distant Hope, Cold Voices,Reggae,2:58,6,3/12/2009
Portrait of Distant Shadows,The Modern Ritual,Reggae,3:15,24,5/21/2020
Tales from Slow Flames,TheFalse Saints,Folk,3:15,51765,4/18/2002
Midnight in Soft Skies,The Empty Flowers,Trap,3:23,282,7/21/2009
Last Days of Midnight Youth, Paper Sinners,Drill,3:37,7103,8/8/1999
Notes from Bright Dust,Holy Voices,K-Pop,2:31,1,4/11/1999
Whispers of Distant Sins,The Empty Shadows,Latin,3:37,6805,5/3/2002
Portrait of Cold Rain, Cold Empire,Punk,3:19,913932,12/4/2000
Visions of Young Shadows, Modern Lovers,Alternative,4:22,745892,8/28/1999
Tales from Broken Smoke,The Feral Sinners,Drill,3:55,19059,11/20/2015
Midnight in Lonely Truth,Cold Dreams,Hip-Hop,2:22,992,2/23/2019
Fragments of Hidden Signals,The Midnight Voices,Trap,3:15,724099,7/19/2003
Ballad of Electric Faith, Final Garden,Jazz,2:18,218266,2/5/2002
Stories of Bright Sins, Soft Dreams,Ambient,4:06,305,7/21/1999
Notes from Wild Dust, Plastic Assembly,Soul,2:42,3526,6/19/2010
Hymns to Midnight Gold,Soft Voices,Folk,3:41,621062,6/20/2002
Songs for Restless Storms,The Midnight Lovers,Hip-Hop,4:03,121697,10/6/2006
Hymns to Soft Flowers,ThePaper Echoes,House,3:49,923917,8/22/2012
Dreams of Hidden Signals,Golden Saints,R&B,3:44,10848,5/11/2007
Dreams of Neon Hearts,TheMidnight Garden,Punk,2:02,227143,1/4/2002
Children of Endless Sins,Restless Club,Drill,3:18,318,8/28/2022
Notes from Lonely Silence, Final Fever,Folk,2:59,212293,8/19/1999
Letters to Lonely Youth,The Paper Collective,Blues,2:44,346621,6/8/2011
Prayer for Hollow Bones,Plastic Fire,Drill,3:20,267,8/19/2023
Last Days of Electric Blood,The Heavy Echoes,Jazz,4:30,55837,9/6/2005
Last Days of Wild Snow, Endless Strangers,Soul,2:03,331,1/25/2007
Fragments of Hidden Rivers,TheEmpty Voices,Disco,3:19,24,2/1/2010
Portrait of Burning Machines,The Young Cinema,Folk,3:47,60938,1/23/2012
Letters to Fading Sins,TheDark Youth,Afrobeats,2:00,3,1/3/2010
Ballad of Soft Shadows,The Heavy Mirrors,Trap,3:24,216,9/7/2001
Last Days of Restless Hearts, False Lovers,Ambient,2:05,772,1/13/2018
Stories of Restless Bones, False Voices,EDM,3:57,575,10/7/2014
Whispers of Shattered Eyes, Velvet Choir,Electronic,2:46,152668,10/22/2008
Whispers of Crimson Blood,TheSacred Ghosts,EDM,3:55,5830,9/18/2018
Fragments of Lonely Youth, Static Society,Soundtrack,3:01,28530,7/20/1998
Portrait of Distant Mirrors,The Wild Ritual,Lo-Fi,2:39,251,4/18/2016
Stories of Broken Snow,TheModern Shadows,Funk,4:08,56,11/14/2009
Hymns to Slow Dust,The Velvet Cinema,Drill,2:20,5488,10/22/2022
Visions of Endless Youth,TheLonely Echoes,EDM,2:25,53450,4/2/2005
Letters to Neon Silence,Midnight Machines,Afrobeats,3:49,20184,6/1/2000
Ballad of Golden Silence,The Lonely Fire,House,2:20,75518,2/18/1995
Whispers of Silent Flames,The Hidden Society,Soul,3:11,31149,11/14/1995
Last Days of Lonely Rain,TheStatic Choir,Funk,2:23,2461,3/19/2014
Hymns to Soft Eyes,TheEmpty Cinema,House,2:51,75483,9/11/2024
Prayer for Restless Lights, Modern Dreams,Trap,2:19,11,3/18/2007
The Shape of Velvet Voices,The Heavy Angels,Electronic,4:20,65,1/8/2014
Dreams of Restless Machines,Glass Ritual,Drill,2:57,3450,4/5/1996
Echoes of Heavy Flowers,TheRestless Collective,House,2:41,20600,2/5/2014
Songs for Broken Bones,The Sacred Shadows,EDM,3:25,205655,11/20/2022
Songs for Lonely Sins,TheEndless Empire,Techno,3:01,106,5/11/1995
Hymns to Cold Voices,TheHeavy Angels,Drill,3:34,8,11/10/2022
Portrait of Broken Secrets,TheSoft Society,Jazz,2:16,13,1/12/1999
Stories of Midnight Lies,The Silent Fire,Classical,4:03,98451,12/1/2011
Requiem for Restless Lights,Silent Club,Classical,2:11,25,2/2/2003
Visions of Static Glass, Young Assembly,Techno,2:53,553,8/14/2023
Dreams of Fading Storms,TheFeral Ritual,Reggae,2:12,2,7/25/1995
Children of Heavy Silence,The Broken Youth,Lo-Fi,3:57,909326,6/24/1995
Tales from Young Truth,The Heavy Assembly,Indie,3:43,2,10/1/2002
Ballad of Final Stars,TheGlass Ritual,EDM,4:15,3717,9/3/1996
Children of Velvet Bones,The Restless Saints,Metal,3:50,498854,7/21/1995
Echoes of Crimson Secrets,The Young Angels,Punk,3:25,1751,5/14/2005
Requiem for Soft Glass,Silent Dreams,Blues,4:30,188731,2/16/2001
Visions of Slow Truth,TheEmpty Mirrors,Metal,3:42,5,8/6/2016
Children of Heavy Truth, Neon Strangers,K-Pop,4:12,152957,1/17/2019
Visions of Final Shadows,Paper Cinema,House,2:59,21204,8/1/2004
Stories of Velvet Eyes,ThePaper Strangers,Hip-Hop,2:48,29,3/9/1993
Stories of Neon Stars,The Midnight Sinners,Lo-Fi,4:03,32855,6/28/2011
Requiem for Sacred Memories,The Hidden Ghosts,Electronic,3:40,76,9/11/2021
Tales from Final Machines,TheRestless Saints,Hip-Hop,3:57,998038,8/4/1999
Dreams of Sacred Shadows,TheModern Assembly,Disco,3:56,49,11/18/2005
Fragments of Lonely Signals, Neon Mirrors,Country,3:12,486,6/18/2015
Midnight in Golden Rain,The Velvet Strangers,Country,3:05,80,7/12/2008
Requiem for Fading Shadows,The Static Collective,Lo-Fi,2:14,335176,11/12/2013
Echoes of Restless Memories,ThePaper Youth,House,2:37,105,8/15/2012
Tales from Slow Memories,TheNeon Collective,EDM,3:11,227,2/24/2019
Prayer for Neon Hearts,The Midnight Dreams,Indie,3:49,30744,8/27/2022
Songs for Hollow Sins, Broken Empire,Punk,3:24,1,8/1/2015
Notes from Hidden Dust, Feral Ritual,Electronic,3:10,871,3/10/2001
Visions of Crimson Waves,The False Youth,Afrobeats,4:02,52,12/15/2009
Echoes of Midnight Lies,Sacred Fever,R&B,3:58,345514,2/2/2005
Songs for Electric Blood, Restless Echoes,Classical,4:00,176456,8/23/1999
Songs for Bright Dreams,The Bright Shadows,Latin,4:03,9,2/13/1997
Last Days of Fading Eyes,Modern Strangers,House,2:27,47,9/1/2021
Whispers of Crimson Mirrors,The Electric Dreams,Soundtrack,2:17,5994,6/24/2006
Last Days of Sacred Snow,TheGlass Cinema,Indie,3:56,17,6/20/2023
Dreams of Sacred Memories,The Golden Mirrors,Trap,3:42,224273,11/8/2010
Letters to Electric Skies,TheWild Garden,Electronic,2:42,1338,9/16/2001
Fragments of Forgotten Time,TheNeon Society,Reggae,3:13,831805,4/23/1996
Midnight in Electric Lights,Bright Kids,Blues,2:06,41,12/9/2009
Ghosts of Electric Mirrors,ThePlastic Fever,Country,2:57,131227,3/10/1997
Echoes of Soft Glass,The Wild Mirrors,Drill,2:05,12,12/25/2012
Prayer for Forgotten Time,TheEmpty Youth,Lo-Fi,4:26,98,2/15/2013
Notes from Heavy Bones,The Heavy Hearts,Pop,2:43,4944,9/21/2018
Tales from Broken Eyes,Paper Assembly,Disco,3:02,4,11/14/2017
Midnight in Bright Dreams,TheVelvet Assembly,K-Pop,2:49,4,6/7/2019
Ghosts of Forgotten Voices,The Bright Saints,Trap,2:11,60459,11/28/2002
Letters to Young Bones,TheVelvet Strangers,Afrobeats,3:26,615,10/11/2012
Requiem for Soft Lights,The Electric Saints,Funk,4:23,34,8/16/2017
Prayer for Heavy Silence,The Restless Ritual,House,2:26,4,1/6/2007
Fragments of Bright Lights,Static Voices,Ambient,2:14,129,5/19/1996
Prayer for Neon Sins, Final Signals,Soundtrack,2:16,99,9/1/2022
Midnight in Soft Smoke, Hidden Angels,Soundtrack,2:08,30,1/9/1996
Children of Distant Hope,The Heavy Saints,Disco,2:13,259380,8/1/2015
Prayer for Cold Sins,TheSoft Voices,Lo-Fi,2:18,200264,8/19/1998
Portrait of Forgotten Signals,False Saints,R&B,2:19,75298,10/22/1999
Dreams of Burning Hope, Silent Ritual,K-Pop,2:11,374,9/5/2016
Tales from Midnight Hearts,The False Empire,Alternative,2:37,154,9/10/1998
Stories of Midnight Hearts,The Silent Lovers,Folk,4:26,68,2/1/2005
Stories of Neon Flames,TheStatic Lovers,EDM,4:27,788,2/5/1995
Visions of Burning Fever,The Feral Club,Lo-Fi,2:01,402894,11/24/2000
Visions of Soft Memories, Bright Choir,Techno,4:15,7857,6/10/1998
Stories of Wild Dreams,The Restless Fire,Trap,3:09,46252,7/13/2014
Tales from Neon Blood, Broken Machines,Afrobeats,4:18,747889,9/11/2013
Hymns to Wild Glass,The Heavy Ghosts,Hip-Hop,2:52,2,1/3/2023
Visions of Shattered Shadows,The Glass Hearts,Latin,4:01,15,9/12/2018
Stories of Crimson Dreams,ThePaper Echoes,Blues,2:20,195111,10/18/2005
Songs for Wild Snow,TheFeral Saints,Soundtrack,3:35,19,7/27/2020
Echoes of Silent Shadows,The Lonely Hearts,Lo-Fi,2:37,3,2/10/1998
Stories of Dark Rain,Midnight Shadows,Punk,3:52,43,12/16/2002
Whispers of Hollow Snow, Final Choir,Trap,2:59,785321,3/23/2008
Prayer for Velvet Machines,Crimson Collective,Lo-Fi,3:06,1867,10/21/2014
Children of Forgotten Fire,Modern Assembly,Drill,2:39,14525,3/2/1996
Tales from Broken Rain,The Hidden Kids,EDM,3:12,1,10/21/1996
Dreams of Empty Stars, Silent Ghosts,Soundtrack,3:24,3,2/22/2002
Visions of Shattered Flames,TheSoft Static,Metal,4:10,1304,6/1/1995
Portrait of Bright Machines,TheVelvet Flowers,K-Pop,4:26,517,5/1/2015
Prayer for Soft Smoke,The Sacred Youth,Latin,2:50,324,2/24/2003
Stories of Dark Storms,The Electric Fire,Ambient,2:18,5,12/12/2012
Children of Hollow Gold,TheFeral Fever,Pop,3:11,137,2/14/2012
Stories of Young Skies, Plastic Static,Ambient,2:44,63,7/2/1999
Stories of Endless Glass,The Electric Angels,Blues,2:46,14589,5/23/2007
Stories of Final Gold,The False Fever,Disco,3:43,44,8/3/2022
Songs for Final Echoes,The False Society,EDM,2:02,2,7/10/2007
Children of Cold Fire,The Feral Garden,Country,4:15,11787,1/7/2009
Whispers of Distant Machines,The Midnight Empire,Blues,3:07,1,5/7/2023
Whispers of Distant Waves,Static Hearts,Latin,3:42,366,8/24/2008
Hymns to Hidden Rivers,TheWild Fire,House,3:03,136,12/13/2007
Last Days of Hollow Hope, Bright Choir,Soundtrack,3:08,67,4/21/2005
Stories of Midnight Lies,The False Dreams,Jazz,3:16,15,5/12/2022
Children of Forgotten Mirrors,The Broken Dreams,Latin,2:19,3,9/14/2010
Stories of Slow Smoke,TheWild Angels,Ambient,3:19,28,3/20/2014
Prayer for Endless Mirrors,TheVelvet Lovers,Country,2:19,587717,12/21/1999
Prayer for Burning Hope,The Cold Hearts,Indie,4:10,5,1/4/1998
Prayer for Velvet Machines,Midnight Assembly,Metal,4:20,7,12/5/2012
Ballad of Crimson Dust,Young Shadows,Funk,3:03,261394,11/2/2001
Children of Crimson Skies,The Modern Voices,Ambient,3:33,27,2/22/2002
Requiem for Empty Sins,The Plastic Fire,Funk,3:18,7937,4/2/1999
Ballad of Crimson Eyes,The Static Fever,Electronic,2:38,204264,4/20/2020
Stories of Neon Mirrors,The Young Kids,Electronic,3:52,112,11/9/2018
Midnight in Young Smoke, Broken Voices,Funk,3:12,82699,1/6/2012
Visions of Wild Fire,The Restless Signals,K-Pop,2:00,60,11/23/2001
Last Days of Dark Youth,The Midnight Assembly,Electronic,3:36,150,9/13/2017
Hymns to Forgotten Echoes,TheGolden Kids,Afrobeats,4:05,66280,2/28/2017
The Shape of Forgotten Truth,ThePlastic Mirrors,Lo-Fi,3:10,65555,3/20/1997
Midnight in Wild Lights, Wild Kids,Trap,2:38,10914,6/17/2003
Last Days of Forgotten Glass,TheHeavy Kids,Country,2:34,1307,3/4/2023
The Shape of Dark Faith,Endless Wolves,Funk,2:12,95,10/10/2023
Notes from Bright Waves,TheSoft Collective,Afrobeats,3:38,1863,9/13/2021
Ghosts of Bright Stars,TheSacred Voices,Drill,2:02,1644,9/22/2001
The Shape of Neon Truth, Glass Echoes,Latin,3:30,423,12/9/2019
Prayer for Soft Echoes,Broken Kids,Hip-Hop,2:01,1843,12/7/2004
Last Days of Silent Lights,TheEndless Youth,Indie,4:05,11050,3/3/2009
Children of Slow Night,The Cold Flowers,Pop,3:37,194,2/16/2017
Letters to Wild Mirrors,The Electric Kids,Punk,2:11,13987,11/24/2019
Fragments of Forgotten Signals,The Paper Voices,Drill,2:27,10886,10/27/2014
Fragments of Velvet Shadows,The False Strangers,J-Pop,4:04,35,4/14/1999
Stories of Fading Machines, Final Angels,Folk,2:05,42,11/18/1997
Midnight in Broken Gold,Midnight Hearts,Trap,2:39,3,12/28/1995
Visions of Wild Fever,The Empty Cinema,Afrobeats,3:17,676,3/25/2000
Ballad of Neon Lights, Modern Assembly,Rock,3:37,3416,2/16/2020
Prayer for Final Eyes, Dark Kids,Disco,2:23,3372,5/26/2009
Echoes of Fading Signals,The Bright Shadows,Indie,4:30,156851,5/14/2014
The Shape of Slow Lies,The Bright Assembly,House,3:53,257,3/27/2009
Last Days of Silent Bones,The Neon Choir,Metal,2:58,15010,12/23/1998
Ballad of Midnight Snow,The Heavy Empire,Hip-Hop,3:53,290772,12/14/2007
Visions of Static Hope,The Broken Collective,K-Pop,2:59,1939,6/6/2001
The Shape of Wild Faith,The Velvet Mirrors,Funk,2:18,257174,6/27/2005
Stories of Forgotten Lies,TheFalse Mirrors,Rock,2:05,523,10/24/2002
Requiem for Broken Hope,The Endless Collective,Lo-Fi,3:55,993038,6/7/1995
Dreams of Distant Fire,The Bright Ghosts,K-Pop,4:16,57469,7/23/2015
Tales from Forgotten Flames,The False Hearts,Classical,2:32,3,4/22/1998
Whispers of Static Blood,The Heavy Fire,Techno,4:24,9,10/19/2009
Hymns to Dark Time,Lonely Fever,Jazz,3:30,26,10/24/2010
Fragments of Midnight Dreams, Plastic Society,Country,3:50,217865,5/10/2023
Visions of Sacred Youth,ThePlastic Dreams,Blues,2:53,243,8/19/2012
Prayer for Burning Memories,The Plastic Voices,Electronic,2:08,1052,12/16/2013
Fragments of Shattered Bones,False Kids,Ambient,3:13,607,2/1/1995
Ghosts of Young Hearts, Static Youth,Reggae,4:18,604591,5/1/1998
Tales from Fading Voices,The Final Collective,Disco,2:40,685,3/6/1996
Ballad of Fading Eyes,Heavy Fire,Electronic,4:14,15,2/28/2011
Notes from Distant Time,The Final Echoes,Soundtrack,2:27,81,5/13/2004
Ghosts of Dark Stars,TheElectric Fire,Jazz,3:42,38389,10/16/1996
Echoes of Empty Faith,TheCold Dreams,Metal,2:43,17402,10/21/1996
Prayer for Restless Hope,TheBroken Wolves,Indie,2:19,59201,4/28/2012
Stories of Wild Rain,The Golden Voices,K-Pop,3:38,2517,7/7/2008
Children of Fading Voices,TheMidnight Static,Soundtrack,2:54,3483,7/21/2017
Visions of Fading Hearts,The Sacred Wolves,Country,2:12,26,2/19/2004
Whispers of Restless Voices,TheFalse Hearts,Disco,4:14,2,7/22/2024
The Shape of Final Gold,Velvet Empire,J-Pop,3:47,386947,4/16/2005
Portrait of Bright Hearts,TheSacred Lovers,Metal,3:01,738,11/19/2021
Dreams of Hidden Time, Paper Saints,Alternative,4:27,4,4/8/1996
Stories of Bright Bones, Feral Garden,Latin,2:42,1462,9/25/1998
Tales from Empty Hope,TheDark Club,Disco,2:42,6,11/4/2021
Requiem for Endless Smoke,TheSilent Echoes,Soul,2:59,467708,3/17/2016
Requiem for Broken Hope,The Paper Angels,Drill,3:42,6668,11/9/2012
The Shape of Shattered Silence,TheEndless Sinners,Reggae,3:21,26047,7/2/2024
Portrait of Bright Dreams, Plastic Angels,Blues,3:25,3291,7/27/2002
Portrait of Distant Truth, Paper Empire,Blues,2:03,435,8/21/2007
Portrait of Shattered Hearts, Lonely Wolves,Trap,3:43,2,10/3/2016
Tales from Cold Stars,The Holy Fever,Indie,3:47,778061,7/16/1999
Dreams of Soft Blood,The Empty Kids,K-Pop,3:05,264,7/19/2012
Visions of Distant Bones,The Dark Club,Soundtrack,3:00,6,8/8/2010
Ballad of Crimson Secrets, Neon Echoes,Classical,3:54,46,12/19/2022
Tales from Bright Echoes,TheMidnight Society,Trap,3:52,10515,2/3/2009
Portrait of Burning Sins, Final Wolves,Trap,2:51,8260,7/27/2013
Last Days of Forgotten Dreams,Endless Fire,Alternative,3:28,82841,7/13/2000
Portrait of Hidden Bones,The Dark Society,Punk,3:48,6238,4/21/2015
Ghosts of Neon Faith,TheNeon Flowers,Jazz,2:26,4,5/11/2014
Songs for Shattered Glass,TheMidnight Wolves,J-Pop,2:48,2,9/13/2006
Hymns to Lonely Secrets,The Dark Cinema,Techno,3:44,4811,1/11/2006
Last Days of Heavy Echoes,The Static Collective,Trap,4:29,525,9/15/2000
Songs for Restless Fever,Feral Dreams,Soul,2:57,37556,10/14/1997
Hymns to Cold Lies,The Soft Kids,Blues,4:15,21,3/5/2010
Dreams of Golden Flowers, Crimson Voices,Indie,2:29,156,3/5/1997
The Shape of Slow Fever,TheRestless Echoes,Rock,3:41,405995,1/21/2003
The Shape of Dark Youth,Crimson Fire,Rock,2:53,292235,7/10/2021
Prayer for Forgotten Mirrors, Restless Youth,Ambient,3:16,2,6/26/1996
Letters to Slow Signals,The Crimson Assembly,Reggae,2:44,6,2/6/2024
Dreams of Hidden Echoes,TheGolden Choir,Soul,3:14,172,11/1/2024
Requiem for Cold Static,The Restless Sinners,Classical,4:05,1814,3/16/2021
Prayer for Forgotten Hope,TheCrimson Flowers,R&B,2:45,5800,6/16/1998
Whispers of Golden Echoes, Empty Club,Classical,3:00,2854,11/24/2005
Midnight in Burning Voices,TheLonely Sinners,Jazz,2:45,127,9/16/2001
Last Days of Lonely Stars,TheEndless Collective,Hip-Hop,2:23,1038,1/4/2018
Notes from Shattered Shadows,TheMidnight Fire,Folk,3:32,499,10/17/2024
The Shape of Cold Secrets, Final Cinema,Punk,3:41,29957,12/12/2021
Echoes of Shattered Secrets,TheDark Kids,Latin,2:24,1555,12/20/2002
Tales from Empty Silence,The Midnight Signals,Alternative,2:01,3,7/2/2001
Visions of Distant Ashes,The Empty Flowers,Hip-Hop,3:47,129714,3/16/2020
Stories of Soft Flowers, Cold Ghosts,K-Pop,3:37,14394,10/8/2012
Echoes of Slow Lights, Lonely Ghosts,Techno,2:43,24418,4/14/2023
Whispers of Young Fire,The Midnight Strangers,House,3:24,1,12/23/2012
Notes from Static Lies,TheNeon Cinema,Drill,2:36,63,12/25/1995
Echoes of Young Time,TheHidden Empire,Punk,3:58,15,2/18/2018
Children of Static Snow,TheGolden Cinema,Ambient,4:16,303980,12/7/1998
The Shape of Sacred Shadows, Golden Assembly,Metal,2:14,17,11/3/2010
Prayer for Sacred Lies,Bright Kids,Alternative,3:23,9,7/20/2003
Last Days of Electric Rain, Electric Machines,Techno,3:15,20,10/17/1999
Children of Broken Secrets,The Lonely Cinema,Soundtrack,3:54,3398,9/6/1998
Ghosts of Velvet Static,The Cold Society,Country,3:18,756466,1/8/2012
Tales from Distant Static,Holy Youth,Lo-Fi,2:01,4,5/24/2013
Ballad of Distant Fire,TheWild Hearts,Drill,4:11,82001,10/24/1997
The Shape of Distant Flames, Restless Kids,Soul,2:02,105258,4/19/1995
Echoes of Silent Dreams,Empty Voices,Rock,2:28,11874,5/18/2007
The Shape of Sacred Dust,The False Ritual,Ambient,3:23,19564,1/9/2001
Portrait of Bright Rain,The Static Fire,Electronic,4:21,286430,3/27/2013
Ghosts of Sacred Hearts,The Dark Ghosts,Folk,2:30,170322,11/28/1997
Letters to Shattered Youth,The Final Ghosts,Drill,2:02,2,11/5/2012
Portrait of Electric Shadows,The Empty Strangers,Blues,2:08,2,3/9/2013
Notes from Velvet Gold,TheDark Kids,Drill,3:50,11315,9/28/2011
Echoes of Distant Flowers,The Young Dreams,EDM,2:40,3368,2/10/2005
Whispers of Velvet Flowers,The Restless Lovers,Ambient,3:09,13,4/12/2017
Notes from Sacred Silence, Golden Machines,Pop,3:11,2,5/16/2020
Hymns to Soft Hope,TheWild Ritual,Funk,4:10,632,6/1/2013
Letters to Neon Hope,The Electric Garden,Metal,2:16,2,12/20/2022
Hymns to Distant Sins, Glass Angels,Latin,2:41,68834,4/19/2019
Portrait of Slow Time, Broken Ritual,Alternative,2:43,5830,11/9/2020
Hymns to Endless Glass,Silent Kids,K-Pop,3:08,9535,6/8/2018
Last Days of Young Night,The Golden Dreams,EDM,3:07,14,4/11/2022
Ghosts of Young Secrets,TheCrimson Society,Latin,3:27,68,2/20/2001
Ghosts of Static Faith,The Glass Voices,Classical,3:35,5601,11/5/2022
Children of Velvet Snow,TheWild Garden,J-Pop,3:36,151,7/1/2023
Visions of Neon Fire, Golden Angels,Lo-Fi,3:45,476,7/4/2014
Echoes of Wild Ashes,The Feral Voices,Pop,3:40,26,8/2/2019
Fragments of Wild Signals, Dark Sinners,Punk,2:34,5,3/17/2009
Whispers of Wild Bones,The Broken Flowers,K-Pop,4:16,25955,9/25/1998
Midnight in Midnight Time,The Final Hearts,Alternative,2:52,360835,4/3/2019
Portrait of Final Fire,The Velvet Echoes,Soundtrack,3:22,144316,7/18/2006
Tales from Dark Faith, Broken Mirrors,Metal,3:18,54544,9/27/2022
Ballad of Static Glass,TheVelvet Dreams,K-Pop,2:58,1482,9/2/1997
Requiem for Golden Dreams,Restless Flowers,Disco,2:37,15,5/1/1996
Songs for Electric Mirrors,TheNeon Youth,Metal,4:29,4,4/25/2010
Portrait of Electric Hearts,The Modern Garden,Rock,2:50,1152,6/9/2021
Children of Dark Hearts,TheCrimson Empire,Rock,3:01,1809,10/4/2019
Ballad of Static Machines,TheHeavy Youth,Jazz,3:21,770,5/27/2014
Stories of Hollow Time,The Hidden Empire,Ambient,2:13,41,8/7/1995
Echoes of Velvet Skies,TheNeon Garden,Classical,2:20,864071,5/12/2009
The Shape of Final Youth,TheNeon Echoes,Rock,2:27,110519,7/19/2023
Visions of Restless Flames,The Lonely Empire,Soul,2:22,4,10/5/2001
Visions of Burning Rivers, Velvet Signals,Disco,4:24,33,7/10/2000
Tales from Electric Night,TheHeavy Signals,Techno,2:03,20180,11/10/2000
Whispers of Static Gold,The Hidden Ghosts,Drill,2:50,3,2/17/2001
Midnight in Sacred Gold,The Wild Sinners,EDM,2:55,70083,9/18/2018
Whispers of Heavy Flames,The Cold Echoes,K-Pop,2:49,83633,11/18/2008
Ballad of Burning Faith,TheEmpty Fever,Electronic,4:03,787229,4/11/2024
Songs for Crimson Memories,TheFinal Kids,House,3:33,6549,3/16/1995
Requiem for Final Static,The Soft Wolves,Techno,3:28,84,5/15/2014
Echoes of Endless Hope, Crimson Wolves,Metal,2:25,9068,2/8/1999
Notes from Final Echoes,TheBright Club,Alternative,4:10,106387,9/5/1997
Midnight in Soft Smoke, Lonely Machines,J-Pop,3:41,9,12/5/2011
Songs for Silent Ashes,Restless Ritual,Blues,2:03,4,11/23/2016
Ghosts of Empty Mirrors,TheEndless Garden,Disco,3:00,895845,9/3/2010
Children of Bright Ashes,TheNeon Ritual,Rock,3:50,107,11/16/1998
Echoes of Empty Night,TheFalse Empire,Metal,2:21,14149,10/17/2019
Whispers of Sacred Faith, False Dreams,Alternative,3:06,47840,5/18/2013
Songs for Broken Voices, Sacred Strangers,Reggae,4:21,6247,8/10/2024
Hymns to Hollow Eyes, Hidden Sinners,Punk,3:36,27,5/19/2013
Whispers of Sacred Memories,TheFeral Kids,Techno,3:51,121133,1/16/2018
Tales from Velvet Silence,The Restless Fever,R&B,3:32,325,5/26/1999
Prayer for Lonely Gold, Crimson Choir,Drill,2:21,23,2/3/2008
Echoes of Sacred Static,TheFinal Kids,K-Pop,2:32,4600,6/26/2007
Visions of Forgotten Waves, Cold Static,Indie,2:38,214,3/18/1999
Visions of Distant Youth,TheSilent Saints,Funk,4:20,2486,4/12/1996
Songs for Endless Fire,Lonely Wolves,Electronic,3:37,1281,10/23/2024
Ballad of Heavy Memories,TheSoft Strangers,Drill,2:30,987,4/12/2010
Children of Burning Bones,TheSacred Society,Drill,3:19,3,4/19/2006
Whispers of Wild Mirrors,The Velvet Garden,Alternative,3:32,1,9/5/2018
Songs for Young Gold, Silent Club,Pop,2:20,55843,12/22/2013
Fragments of Cold Truth,Hidden Shadows,Afrobeats,3:52,160064,11/23/2016
Portrait of Electric Time,ThePaper Fire,Punk,3:16,1,7/8/2015
Visions of Empty Dreams,The Soft Sinners,Folk,4:19,51724,12/25/1995
Prayer for Static Lies,The Cold Echoes,Folk,3:29,832265,10/11/1996
Notes from Fading Voices, Sacred Fever,Electronic,3:03,1026,6/1/2014
Last Days of Silent Time,ThePaper Lovers,Trap,3:20,20,5/10/2017
Songs for Hollow Flowers,Empty Saints,Latin,2:17,11,12/10/2000
Tales from Cold Shadows,The Holy Fire,Latin,3:34,7161,2/6/2003
Last Days of Final Lies, Feral Kids,Afrobeats,2:29,1043,4/14/2021
Stories of Midnight Glass,The Endless Garden,Rock,4:00,222,10/6/2000
Hymns to Bright Lights, Midnight Dreams,Classical,2:16,6842,8/8/1997
Ballad of Midnight Voices,The Endless Wolves,Indie,3:11,800,10/14/2021
Notes from Broken Lights,Heavy Collective,Ambient,3:26,35,1/18/2018
Last Days of Shattered Hearts, Endless Machines,Drill,4:06,5,11/3/2003
Ballad of Bright Ashes,TheHoly Voices,Folk,3:45,16,5/2/2020
Prayer for Fading Night,The False Saints,R&B,2:25,260,12/23/2014
The Shape of Sacred Storms,The Empty Kids,R&B,3:19,1079,5/8/2009
Hymns to Empty Rain,The Empty Ritual,Trap,3:03,145,6/25/2004
The Shape of Final Signals,The Neon Dreams,Drill,2:49,13290,1/19/2011
Hymns to Heavy Flames,The Dark Shadows,Afrobeats,4:22,4014,2/19/2018
Visions of Soft Snow,TheSacred Voices,R&B,4:20,24,8/22/1996
Hymns to Crimson Secrets,False Fire,Alternative,4:22,7,2/16/2012
Midnight in Soft Memories,The Static Empire,Classical,4:23,3,12/20/2024
Echoes of Static Lights,Feral Assembly,Blues,2:01,183612,11/3/2010
Ghosts of Fading Memories,The False Fire,Blues,2:42,4461,1/18/1999
Echoes of Lonely Memories,The Silent Shadows,EDM,4:22,15407,8/22/2015
Children of Restless Flowers,TheCrimson Youth,Soul,4:03,2092,5/9/2003
The Shape of Hidden Secrets,TheSoft Ghosts,Blues,4:13,221,3/9/2014
Visions of Wild Lights,The Midnight Choir,Rock,3:19,22,6/8/2004
Dreams of Young Bones,The Golden Saints,Disco,3:35,2,8/12/2018
Stories of Sacred Rivers, Plastic Youth,K-Pop,4:12,2905,7/16/2018
Notes from Dark Night,TheMidnight Empire,Country,3:21,28362,2/7/2007
Children of Wild Lies, Hidden Angels,Pop,3:04,1,9/3/2012
Midnight in Golden Lies, Restless Saints,Soundtrack,4:02,2188,10/10/1998
Portrait of Neon Sins, Empty Mirrors,Country,2:27,1998,9/27/2011
Visions of Bright Fever, Dark Flowers,Indie,3:04,246382,3/12/2013
The Shape of Midnight Dreams, Endless Youth,EDM,2:39,9,1/16/2015
Portrait of Broken Lights, Neon Assembly,Country,3:44,51820,2/16/2002
Ballad of Static Faith,The Lonely Club,J-Pop,3:47,3,7/26/1996
Letters to Bright Snow,The Cold Angels,Metal,2:50,57,4/26/2009
Whispers of Slow Hope, Silent Echoes,Rock,2:50,1397,5/3/2020
